id,article_id,article_name,number_requested,created_at,article_type,language,original_article_id,news_blob_uri
731,5be4782b-9b1c-489e-84ae-bc863d28db92,Magnolia: Chip & Joanna Gaines. From House Flipping to Household Name,1,2025-11-20 18:11:37.498716,Lifestyle and Entertainment,en,,news/5be4782b-9b1c-489e-84ae-bc863d28db92.zip
733,9cdc6947-68b6-4234-9571-92f4498e9779,Regina Spektor: From Temping as a Receptionist to Your Favorite Artist's Favorite Artist,1,2025-11-20 18:13:37.979864,Lifestyle and Entertainment,en,,news/9cdc6947-68b6-4234-9571-92f4498e9779.zip
735,0aa7de9f-a670-49d0-bd3e-6189159da291,Baseball's Magic Mud: Superstition or Science? (10/20/25),1,2025-11-20 18:15:36.556674,Lifestyle and Entertainment,en,,news/0aa7de9f-a670-49d0-bd3e-6189159da291.zip
763,5c46d7f2-5dd0-4bed-b862-45656482be39,2KB • PDF Teams administrator's installation and configuration guide with ADM 2,1,2025-11-20 18:44:55.58371,Technology,en,,news/5c46d7f2-5dd0-4bed-b862-45656482be39.zip
764,2241570e-2270-4c0e-a641-0af487b6a153,ARTICLE: Commercial Disclosure by placing your order for your subscription in accordance with the Terms and Conditions,1,2025-11-20 18:45:02.050428,Technology,en,,news/2241570e-2270-4c0e-a641-0af487b6a153.zip
765,64d213fd-b4f4-4115-bec1-b4e3fa947523,ARTICLE: Reuters Investigates by Planet Labs shows deck cargo ships,1,2025-11-20 18:45:08.120089,News and Politics,en,,news/64d213fd-b4f4-4115-bec1-b4e3fa947523.zip
768,7913aea6-77f8-404a-be6b-ffb75d50d167,ARTICLE: Thomson Reuters Digital Accessibility Policy by all people. The reasons for this are many,1,2025-11-20 18:45:29.612827,News and Politics,en,,news/7913aea6-77f8-404a-be6b-ffb75d50d167.zip
769,df54eff0-3b61-4d9e-b7b0-eb16ea4bef23,ARTICLE: Diversity and inclusion at Reuters in 2023 by 20% or more by the end of 2025 Doubling the number of Black leaders by the end of 2025 Ensuring that 45% or more of senior leadership positions are held by women by the end of 2025 Raising the proport,1,2025-11-20 18:45:38.459981,News and Politics,en,,news/df54eff0-3b61-4d9e-b7b0-eb16ea4bef23.zip
771,2501bf88-d064-439f-815e-47915322605f,ARTICLE: A Cancer Diagnosis Brings a New Season of Grief to the Kennedy Family by SKIP ADVERTISEMENT A Cancer Diagnosis Brings a New Season of Grief to the Kennedy Family Tatiana Schlossberg,1,2025-11-25 18:29:36.844696,Others,en,,news/2501bf88-d064-439f-815e-47915322605f.zip
772,a7c29863-8fcd-4783-83f7-c5a26b8cc70c,ARTICLE: Patel Under Scrutiny for Use of SWAT Teams to Protect His Girlfriend by SKIP ADVERTISEMENT Listen to this article · 12:40 min Learn more Share full article By Alan Feuer Adam Goldman and Glenn Thrush Published Nov. 23,1,2025-11-25 18:29:43.133699,News and Politics,en,,news/a7c29863-8fcd-4783-83f7-c5a26b8cc70c.zip
774,b096f72f-e74f-46d4-89fd-0e647cc8b35b,ARTICLE: Mamdani’s Meeting With Trump Scrambled the MAGA-Sphere by SKIP ADVERTISEMENT Mamdani’s Meeting With Trump Scrambled the MAGA-Sphere Prominent conservative influencers had different interpretations as they processed the meeting on podcasts and in ,1,2025-11-25 18:29:50.945289,Technology,en,,news/b096f72f-e74f-46d4-89fd-0e647cc8b35b.zip
775,2abf955a-dc5c-4cc6-bf08-95bfe15ce9a2,ARTICLE: How can we help you by Help topics Account Management Digital Access Products and Subscriptions Newsroom and Editorial Permissions and Policies Contact The New York Times Don't see what you need? Contact Customer Care COMMON TOPICS Help logging i,1,2025-11-25 18:29:57.669817,Business and Investment,en,,news/2abf955a-dc5c-4cc6-bf08-95bfe15ce9a2.zip
776,871e49fe-581d-49df-9cd0-9d4c6ab989e9,CONTENT: Help > Digital Access > Learn About Digital Access Email by to sort newsletters by Featured,1,2025-11-25 18:30:01.633332,Technology,en,,news/871e49fe-581d-49df-9cd0-9d4c6ab989e9.zip
777,45bdd196-66d2-47a2-bf22-0138a9b65add,Contact Customer Care COMMON TOPICS Help logging in Update payment info Change delivery address Report delivery problem Explain my bill Cancel Subscription News and Editorial Send a Confidential News Tip Report an Error in Coverage Send Coverage Feedback ,1,2025-11-25 18:30:09.613039,Technology,en,,news/45bdd196-66d2-47a2-bf22-0138a9b65add.zip
778,476c4f97-4b4e-4a3a-9955-d21fed141a81,"com November 24, 2025 Kash Patel’s deployment of SWAT teams to protect his girlfriend, and his own travel on government jets, have led to questions about whether the F",1,2025-11-25 18:53:22.801435,News and Politics,en,,news/476c4f97-4b4e-4a3a-9955-d21fed141a81.zip
779,fa2f6236-6def-4f55-a80e-a809dd215c3e,ARTICLE: New York Times - Top Stories by Ukraine. 4 min read LIVE Nov. 25,1,2025-11-25 18:53:27.448989,News and Politics,en,,news/fa2f6236-6def-4f55-a80e-a809dd215c3e.zip
781,b63c6d24-3d8b-47dd-ab1d-7c38efe09572,"com November 24, 2025 Kash Patel’s deployment of SWAT teams to protect his girlfriend, and his own travel on government jets, have led to questions about whether the F",1,2025-11-26 00:41:41.893177,News and Politics,en,,news/b63c6d24-3d8b-47dd-ab1d-7c38efe09572.zip
782,6c79deb3-50fc-4774-a622-a8fd056f5f90,Magnolia: Chip & Joanna Gaines. From House Flipping to Household Name,1,2025-11-26 03:59:12.580926,Lifestyle and Entertainment,en,,news/6c79deb3-50fc-4774-a622-a8fd056f5f90.zip
784,e530f62e-3067-4368-aba6-57beb1a7f3b9,CONTENT: We can't find that page It looks like you're trying to reach a page that was built by Mailchimp but is no longer active by Mailchimp but is no longer active. Want to know more about us? Visit mailchimp.com,1,2025-11-26 04:10:09.015674,Technology,en,,news/e530f62e-3067-4368-aba6-57beb1a7f3b9.zip
785,089c02ce-9ea4-4eb5-8db8-edfb996e931a,Nuclear Arms Chief Warns Against Leaks of Secret Information by Brandon Williams highlights the managerial challenge faced by the former one-term congressman.,1,2025-11-26 14:47:24.901205,News and Politics,en,,news/089c02ce-9ea4-4eb5-8db8-edfb996e931a.zip
786,ad96ffd4-790b-4886-a788-13b0618b64ee,"A Thanksgiving vibe check on Rhode Island’s publicly traded companies Despite widespread expectations of a bumpy ride, the stock market has been steadier than many forecasts predicted over the last year – and Rhode Island’s publicly traded companies have ",1,2025-11-27 00:46:11.674951,Business and Investment,en,,news/ad96ffd4-790b-4886-a788-13b0618b64ee.zip
787,13c29814-be64-4a2e-b9e1-5faa10a6a4e9,ARTICLE: The Boston Globe by ICE in Revere; Brazil native came to US as a child Bruna Ferreira,1,2025-11-27 00:46:57.155751,News and Politics,en,,news/13c29814-be64-4a2e-b9e1-5faa10a6a4e9.zip
789,0341c773-e624-472d-8a1b-1f6418e9a6d2,"Subscribe now for Digital or Home Delivery , and begin receiving award-winning news from the region’s most trusted news source",1,2025-11-27 00:49:26.994415,Technology,en,,news/0341c773-e624-472d-8a1b-1f6418e9a6d2.zip
790,b15b1d14-e8bb-405f-b1f5-487bad1feb53,"A $100,000 robot dog is becoming standard in policing — and raising ethical alarms The 75-pound, German Shepherd-sized robot is increasingly being deployed by local law enforcement to handle armed standoffs, hostage rescues, and hazardous materials incide",1,2025-11-27 01:12:00.41488,Technology,en,,news/b15b1d14-e8bb-405f-b1f5-487bad1feb53.zip
793,8934b8a7-7f7d-46af-a452-4b85d70cd49c,"Subscribe now for Digital or Home Delivery , and begin receiving award-winning news from the region’s most trusted news source",1,2025-11-27 01:14:52.738628,Technology,en,,news/8934b8a7-7f7d-46af-a452-4b85d70cd49c.zip
795,851f19f8-be79-450a-ad19-16648ea8b691,AUTHENTICATED ARTICLE: Boston Globe Article by LiveIntent,1,2025-11-27 01:39:13.999799,Technology,en,,news/851f19f8-be79-450a-ad19-16648ea8b691.zip
796,0994a062-16b3-42e0-8480-bf71bdb9bff2,ARTICLE: The Boston Globe by Diti Kohli Casey Grippo thought there was more time. Typically,1,2025-11-27 01:39:59.680436,Education and Learning,en,,news/0994a062-16b3-42e0-8480-bf71bdb9bff2.zip
797,2c9a21be-f337-42a3-ae3f-7a8dbd8226e7,"Maura Healey, Senators Elizabeth Warren and Edward Markey and Representative Katherine Clark issued statements Wednesday evening by ICE in Revere; Brazil native came to US as a child",1,2025-11-27 01:40:39.495717,News and Politics,en,,news/2c9a21be-f337-42a3-ae3f-7a8dbd8226e7.zip
798,6e9e2377-c857-40b1-a902-59e8a57181ec,A cable TV is featured in each guest room and suite at Campfire Hotel by recent guests (8.6) Free parking available at the hotel Select dates to see this property's availability and prices We have an instant answer to most questions Children of all ages a,1,2025-11-27 01:41:06.005913,Lifestyle and Entertainment,en,,news/6e9e2377-c857-40b1-a902-59e8a57181ec.zip
799,9d87575b-694e-493c-8583-13ff6bed7ec4,"CONTENT: Wednesday, November 26, 2025 Read online Today's Business Headlines Unionized Blue Bottle workers go on strike ahead of Thanksgiving weekend The strike, which includes about 80 people in the Boston area, comes as union officials accuse the compan",1,2025-11-27 03:25:40.310209,Business and Investment,en,,news/9d87575b-694e-493c-8583-13ff6bed7ec4.zip
800,7eeac9d1-d3ad-43b1-83ab-0bb5da4ccc7f,"CONTENT: Wednesday, November 26, 2025 Read online Today's Business Headlines Unionized Blue Bottle workers go on strike ahead of Thanksgiving weekend The strike, which includes about 80 people in the Boston area, comes as union officials accuse the compan",1,2025-11-27 03:26:15.307645,Business and Investment,en,,news/7eeac9d1-d3ad-43b1-83ab-0bb5da4ccc7f.zip
801,4f25d316-e368-4825-ab15-49bc7fc44411,AUTHENTICATED ARTICLE: Boston Globe Article by all of the terms and conditions of these Terms of Service between you and Boston Globe Media Partners,1,2025-11-27 03:26:51.765203,News and Politics,en,,news/4f25d316-e368-4825-ab15-49bc7fc44411.zip
802,4db1d3d9-fe85-4438-b1c6-abcb1203178b,AUTHENTICATED ARTICLE: Boston Globe Article,1,2025-11-27 03:27:26.597416,News and Politics,en,,news/4db1d3d9-fe85-4438-b1c6-abcb1203178b.zip
805,4bfb73e1-c72b-4fc4-a30b-8e12a6b86df2,"Subscribe now for Digital or Home Delivery, and begin receiving award-winning news from the region’s most trusted news source",1,2025-11-27 04:44:10.153829,Technology,en,,news/4bfb73e1-c72b-4fc4-a30b-8e12a6b86df2.zip
806,21954cc5-24ae-4f9a-bcee-7a69c25f263e,AUTHENTICATED ARTICLE: Boston Globe Article,1,2025-11-27 04:44:48.322832,News and Politics,en,,news/21954cc5-24ae-4f9a-bcee-7a69c25f263e.zip
807,a1973ed5-b622-49b9-b25d-910400230d07,"CONTENT: Wednesday, November 26, 2025 Read online Today's Business Headlines Campbell’s fires executive who said company’s products are for ‘poor people’ A former employee recorded the executive making racist comments and mocking the company’s products an",1,2025-11-27 04:54:07.695162,Business and Investment,en,,news/a1973ed5-b622-49b9-b25d-910400230d07.zip
808,c05805aa-50c0-4949-a513-6f677805955e,"Subscribe now for Digital or Home Delivery, and begin receiving award-winning news from the region’s most trusted news source",1,2025-11-27 04:54:29.630139,Technology,en,,news/c05805aa-50c0-4949-a513-6f677805955e.zip
809,e7ab0135-88fc-48af-b2ad-7e54aa61ca44,AUTHENTICATED ARTICLE: Boston Globe Article,1,2025-11-27 04:54:47.365564,News and Politics,en,,news/e7ab0135-88fc-48af-b2ad-7e54aa61ca44.zip
811,6ddfbba6-80e1-4682-bd09-ee6f4363e157,AUTHENTICATED ARTICLE: Boston Globe Article by sitter at 3 a.m.” Still,1,2025-11-27 18:22:54.280076,Lifestyle and Entertainment,en,,news/6ddfbba6-80e1-4682-bd09-ee6f4363e157.zip
812,dbe5e15a-8f28-4220-aee2-ed0b4813ea15,AUTHENTICATED ARTICLE: Boston Globe Article by law enforcement officials as Rahmanullah Lakanwal,1,2025-11-27 18:23:14.779536,News and Politics,en,,news/dbe5e15a-8f28-4220-aee2-ed0b4813ea15.zip
813,c4c283dc-14d6-4a98-8d0f-784216c56340,AUTHENTICATED ARTICLE: Boston Globe Article by flight delays,1,2025-11-27 18:23:35.579232,News and Politics,en,,news/c4c283dc-14d6-4a98-8d0f-784216c56340.zip
814,eac93c23-074d-42da-a6ce-e9f63c4a4ed9,AUTHENTICATED ARTICLE: Boston Globe Article by legal challenges. But those barriers aren’t getting in Ayotte’s way. With key provisions of the law set to take effect on Jan. 1,1,2025-11-27 18:23:57.113884,News and Politics,en,,news/eac93c23-074d-42da-a6ce-e9f63c4a4ed9.zip
815,dc1cbc54-8ec4-4116-bc9c-9cf6becdc748,AUTHENTICATED ARTICLE: Boston Globe Article by Pete Skandalakis,1,2025-11-27 18:24:13.339722,News and Politics,en,,news/dc1cbc54-8ec4-4116-bc9c-9cf6becdc748.zip
816,765cdedb-0cc1-4b16-801f-be9da66bb4af,AUTHENTICATED ARTICLE: Boston Globe Article by a decade,1,2025-11-27 18:24:34.473822,News and Politics,en,,news/765cdedb-0cc1-4b16-801f-be9da66bb4af.zip
818,d45c5f55-e6f5-4605-94d0-db3a3fd613ea,AUTHENTICATED ARTICLE: Boston Globe Article by Thursday morning local time,1,2025-11-27 18:25:15.401356,Technology,en,,news/d45c5f55-e6f5-4605-94d0-db3a3fd613ea.zip
819,559ab754-2a71-46a4-98e4-da975516fca0,AUTHENTICATED ARTICLE: Boston Globe Article by Thanksgiving appears to have softened as he leaves some of the most important details of the peace plan in the hands of his envoys,1,2025-11-27 18:25:36.142356,News and Politics,en,,news/559ab754-2a71-46a4-98e4-da975516fca0.zip
820,465ddfce-8194-43a6-882f-f10857666ece,AUTHENTICATED ARTICLE: Boston Globe Article by China’s military intimidation and political infiltration. FEATURED VIDEO “History demonstrates that compromising with aggressors ultimately brings only endless aftermaths of war and subjugation,1,2025-11-27 18:25:57.247521,News and Politics,en,,news/465ddfce-8194-43a6-882f-f10857666ece.zip
967,a308af6c-f7c8-41e3-9638-b03fcf81bc1e,Vinfen’s Gateway Arts by students,1,2026-05-03 03:07:08.980918,Technology,en,,news/a308af6c-f7c8-41e3-9638-b03fcf81bc1e.zip
822,84fe530c-21ec-4e80-adf0-1d7a23e2b9f1,AUTHENTICATED ARTICLE: Boston Globe Article by several judges involved in the case. But it was Judge William Young,1,2025-11-27 18:26:40.024765,Lifestyle and Entertainment,en,,news/84fe530c-21ec-4e80-adf0-1d7a23e2b9f1.zip
823,f56babe4-72d4-4437-be2b-3788f8986181,AUTHENTICATED ARTICLE: Boston Globe Article by getting caught up in non-football stuff,1,2025-11-27 18:27:01.633889,Others,en,,news/f56babe4-72d4-4437-be2b-3788f8986181.zip
824,9c2a7150-d5ac-4165-9d69-91985ca74e0a,AUTHENTICATED ARTICLE: Boston Globe Article by the city out of the neighborhood entirely,1,2025-11-27 18:27:15.650154,Business and Investment,en,,news/9c2a7150-d5ac-4165-9d69-91985ca74e0a.zip
826,63bbff2f-9a0c-47d1-bad8-a187e21096dd,"CONTENT: There’s a reason the word “witch” trails behind her as closely as one of her sequined shawls, and it was on full display Monday night at TD Garden during her latest solo tour",1,2025-11-27 20:54:43.052666,Technology,en,,news/63bbff2f-9a0c-47d1-bad8-a187e21096dd.zip
827,82a52863-df44-4aa7-9750-5a03c9dbc0f8,AUTHENTICATED ARTICLE: Boston Globe Article by Studio/B. What is this? “The action taken by the university is squarely prohibited by federal labor law,1,2025-11-27 20:55:08.941778,News and Politics,en,,news/82a52863-df44-4aa7-9750-5a03c9dbc0f8.zip
828,5da4399b-7db8-4450-b708-6c529893508f,AUTHENTICATED ARTICLE: Boston Globe Article by Studio/B. What is this? Joscha Bach,1,2025-11-27 20:55:35.179977,Business and Investment,en,,news/5da4399b-7db8-4450-b708-6c529893508f.zip
829,78a4b4af-8089-4ac6-a063-a2139f1ca68d,AUTHENTICATED ARTICLE: Boston Globe Article by Criterion standards,1,2025-11-27 20:56:03.042544,News and Politics,en,,news/78a4b4af-8089-4ac6-a063-a2139f1ca68d.zip
831,84f66c71-1078-4724-acf3-5f5d5dc6883b,AUTHENTICATED ARTICLE: Boston Globe Article by BG BRANDLAB. What is this? Ralph Abraham,1,2025-11-27 20:56:52.908487,Education and Learning,en,,news/84f66c71-1078-4724-acf3-5f5d5dc6883b.zip
832,af789bd9-c1f7-4a7d-be41-16f8e3610b2a,CONTENT: The Harvard Plan by award-winning reporter Ilya Marritz,1,2025-11-27 20:57:21.131628,Technology,en,,news/af789bd9-c1f7-4a7d-be41-16f8e3610b2a.zip
833,630e6c13-0e80-494d-8b20-27bf19b2924d,The Car Doctor Tips for getting stubborn bird droppings off of an SUV The Car Doctor A pickup’s persistent plastic pan problems,1,2025-11-27 20:57:28.341188,Education and Learning,en,,news/630e6c13-0e80-494d-8b20-27bf19b2924d.zip
835,329abfb7-7679-4af8-b183-7cfbedcc4eeb,AUTHENTICATED ARTICLE: Boston Globe Article by COVID-19 than its peers. Situated just miles from the northern border and less than two hours from Montreal,1,2025-11-28 15:00:33.101608,Technology,en,,news/329abfb7-7679-4af8-b183-7cfbedcc4eeb.zip
836,7c4748d7-f3a6-4ac1-9d8d-049895f78090,AUTHENTICATED ARTICLE: Boston Globe Article by an Afghan national near the White House had died,1,2025-11-28 15:00:53.853533,News and Politics,en,,news/7c4748d7-f3a6-4ac1-9d8d-049895f78090.zip
837,79330ba3-d90b-40c1-a2d3-1a28ee0e59bc,AUTHENTICATED ARTICLE: Boston Globe Article by Cutrumbes misses being able to buy,1,2025-11-28 15:01:15.18034,Technology,en,,news/79330ba3-d90b-40c1-a2d3-1a28ee0e59bc.zip
838,97169d30-c1fb-4c3b-bdcd-c39a46b440c2,AUTHENTICATED ARTICLE: Boston Globe Article by just understanding the landscape and what type of a situation it is and try to do things that in the long run will protect you.” Under a new law that took effect this fall,1,2025-11-28 15:01:31.601315,News and Politics,en,,news/97169d30-c1fb-4c3b-bdcd-c39a46b440c2.zip
840,5e8ec72a-a5ab-48c8-9b0d-a9dc791477e0,AUTHENTICATED ARTICLE: Boston Globe Article by the time the parade reaches Columbus Circle,1,2025-11-28 15:02:15.214077,Business and Investment,en,,news/5e8ec72a-a5ab-48c8-9b0d-a9dc791477e0.zip
841,942f0c17-04a8-4f09-89ce-09d9dfeaaa90,AUTHENTICATED ARTICLE: Boston Globe Article by blowing up the boats,1,2025-11-28 15:02:37.085955,News and Politics,en,,news/942f0c17-04a8-4f09-89ce-09d9dfeaaa90.zip
842,8cf87161-a610-4ea1-bce2-be8de6f54dc4,AUTHENTICATED ARTICLE: Boston Globe Article by Thursday,1,2025-11-28 15:02:56.991043,Education and Learning,en,,news/8cf87161-a610-4ea1-bce2-be8de6f54dc4.zip
843,96cc7e46-cc72-4b2c-a79c-46fe15cf9855,AUTHENTICATED ARTICLE: Boston Globe Article by special envoy Steve Witkoff,1,2025-11-28 15:03:17.713113,News and Politics,en,,news/96cc7e46-cc72-4b2c-a79c-46fe15cf9855.zip
844,c7dac45e-4dbd-443d-af04-bf2e24c02e87,AUTHENTICATED ARTICLE: Boston Globe Article by high-profile companies in retail,1,2025-11-30 17:33:51.059086,Lifestyle and Entertainment,en,,news/c7dac45e-4dbd-443d-af04-bf2e24c02e87.zip
845,09a18402-9e0a-45cc-a65d-eb3456e898ba,AUTHENTICATED ARTICLE: Boston Globe Article by Congress in the One Big Beautiful Bill Act last summer begin to flow to detention centers. “To be super clear,1,2025-11-30 17:34:29.355716,News and Politics,en,,news/09a18402-9e0a-45cc-a65d-eb3456e898ba.zip
846,aa2c476b-4aec-41f9-9ede-49c781cbaa92,AUTHENTICATED ARTICLE: Boston Globe Article by the Centers for Medicare & Medicaid Services (CMS) reward states that include MAHA priorities,1,2025-11-30 17:35:01.125073,News and Politics,en,,news/aa2c476b-4aec-41f9-9ede-49c781cbaa92.zip
847,d63064ee-5f7c-454b-b95b-3c3256426d10,AUTHENTICATED ARTICLE: Boston Globe Article by external research grants,1,2025-11-30 17:35:34.669638,Education and Learning,en,,news/d63064ee-5f7c-454b-b95b-3c3256426d10.zip
848,27d66454-0531-423f-84ae-b2dc3c52621d,AUTHENTICATED ARTICLE: Boston Globe Article by a wood stove) is packed with orchids,1,2025-11-30 17:36:41.173974,Lifestyle and Entertainment,en,,news/27d66454-0531-423f-84ae-b2dc3c52621d.zip
849,e727903c-66ad-4312-9e16-8e4201e2eb3e,AUTHENTICATED ARTICLE: Boston Globe Article by Burns,1,2025-11-30 17:37:16.293676,Lifestyle and Entertainment,en,,news/e727903c-66ad-4312-9e16-8e4201e2eb3e.zip
852,c20ba713-6816-4d0c-9021-36a5cca1d549,AUTHENTICATED ARTICLE: Boston Globe Article by any means. Because these are women who have done really hard things.” Instead,1,2025-11-30 17:38:49.666056,Business and Investment,en,,news/c20ba713-6816-4d0c-9021-36a5cca1d549.zip
969,68de2bd9-4c48-47a3-a4bb-84e1e6b8acf1,Vinfen's Gateway Arts par des étudiants,1,2026-05-03 03:07:28.113671,Technology,en,,news/68de2bd9-4c48-47a3-a4bb-84e1e6b8acf1.zip
854,01d3dd07-5968-4ceb-81a6-82c061eade20,"ARTICLE: Newton Walk, Roll, and Bike Plan sent back to committee after procedural dispute - Newton Beacon by Bryan McGonigle A plan prioritizing pedestrian and bike travel hit a roadblock at Monday night’s City Council meeting and is headed back to commit",1,2025-11-30 18:15:49.678178,News and Politics,en,,news/01d3dd07-5968-4ceb-81a6-82c061eade20.zip
855,8c9c7375-1f72-4ffd-bfc0-a46e75ec5e7a,ARTICLE: Newton Highlands Village Enhancement project gets pushback from area council - Newton Beacon by Bryan McGonigle After two years of planning,1,2025-11-30 18:15:58.6133,News and Politics,en,,news/8c9c7375-1f72-4ffd-bfc0-a46e75ec5e7a.zip
857,4bb9cfcd-a5d5-449a-86a0-adc0c1de3cfa,ARTICLE: Snapshots: Newton North girls volleyball team ends season short of MIAA title - Newton Beacon by Franklin in the finals of the MIAA Division 1 girls volleyball tournament. (c) Burt Granofsky/Newton Beacon Sasha Saliva (13) makes an acrobatic play,1,2025-11-30 18:16:16.989462,Technology,en,,news/4bb9cfcd-a5d5-449a-86a0-adc0c1de3cfa.zip
858,a97696bb-9da2-407d-87f5-816e451118db,ARTICLE: Trader Joe’s opens new store in Upper Falls - Newton Beacon by Ruyuan Li Newton’s second Trader Joe’s opened Thursday on Needham Street. By 9 a.m.,1,2025-11-30 18:16:24.804486,Technology,en,,news/a97696bb-9da2-407d-87f5-816e451118db.zip
859,836ce943-20e1-41d0-ab16-3869b003e570,ARTICLE: Newsmakers: Four women on the rise - Newton Beacon by Sullivan),1,2025-11-30 18:16:34.53495,Technology,en,,news/836ce943-20e1-41d0-ab16-3869b003e570.zip
860,5073b9d1-376c-4c3a-a98d-c1da4296553e,ARTICLE: Letter to the Editor: When the public voice gets lost in Newton - Newton Beacon by the time most residents learn about a proposal,1,2025-11-30 18:16:43.827639,Technology,en,,news/5073b9d1-376c-4c3a-a98d-c1da4296553e.zip
861,aa04cd38-c4ed-4528-b7be-bb9f1c0d4899,"My colleague Travis Andersen, who’s covered Walshe’s case from the start, expects prosecutors to tell jurors in their opening statement today that Walshe killed Ana because she was having an affair, planned to leave him, and wanted to take their three you",1,2025-12-01 18:31:24.152522,Technology,en,,news/aa04cd38-c4ed-4528-b7be-bb9f1c0d4899.zip
862,506d7742-450c-49ca-980e-5062a849833d,AUTHENTICATED ARTICLE: Boston Globe Article by the Patriots and joined veteran Joshua Dobbs as the backups to starter Drake Maye. “Both Josh and Tommy have done a nice job,1,2025-12-01 18:31:59.394059,Business and Investment,en,,news/506d7742-450c-49ca-980e-5062a849833d.zip
864,203b6564-b476-4489-9d90-91f9231f1361,AUTHENTICATED ARTICLE: Boston Globe Article by early Tuesday morning,1,2025-12-01 18:33:19.632312,Technology,en,,news/203b6564-b476-4489-9d90-91f9231f1361.zip
865,07848193-06c3-442f-819c-73cc94109ad5,AUTHENTICATED ARTICLE: Boston Globe Article by disagreements and delays. The current commission,1,2025-12-01 18:33:50.561814,News and Politics,en,,news/07848193-06c3-442f-819c-73cc94109ad5.zip
866,3124d8a5-0bf4-4d41-a272-d081e577c98d,AUTHENTICATED ARTICLE: Boston Globe Article by has relevant information about the victim’s state of mind and the nature of the relationship between the victim and defendant.” A JetBlue representative can also help jurors connect the dots,1,2025-12-01 18:34:24.552095,News and Politics,en,,news/3124d8a5-0bf4-4d41-a272-d081e577c98d.zip
867,413598d8-79b0-483b-a2fd-20b821b8f40e,AUTHENTICATED ARTICLE: Boston Globe Article by mid-morning. Advertisement Southeastern Mass.: A low chance for morning snowflakes possible during the morning before changing over to rain; precipitation stays light during this stretch. Cape & Islands: Scat,1,2025-12-01 18:35:01.274195,Technology,en,,news/413598d8-79b0-483b-a2fd-20b821b8f40e.zip
868,21d22b44-2813-46d3-a008-1faf8b42e8b0,AUTHENTICATED ARTICLE: Boston Globe Article by a tight band of winds circulating around the Earth’s poles high up in the stratosphere. Our weather occurs in the troposphere,1,2025-12-01 18:35:34.672043,Others,en,,news/21d22b44-2813-46d3-a008-1faf8b42e8b0.zip
869,a35eeacb-03ec-4349-8ca1-bb58dfb76767,"ARTICLE: 3 children among those killed in shooting at birthday party by the California Attorney General's Office. Fugazi called the shooting ""unacceptable"" during a news conference. Download USA TODAY's app to get to the heart of news Alleged killer in Na",1,2025-12-01 18:35:42.891005,News and Politics,en,,news/a35eeacb-03ec-4349-8ca1-bb58dfb76767.zip
870,032d4106-5548-4615-a97d-ba9c60e25314,Gymshark: Ben Francis. From pizza delivery to billion-dollar fitness brand.,1,2025-12-05 18:02:53.26015,Lifestyle and Entertainment,en,,news/032d4106-5548-4615-a97d-ba9c60e25314.zip
872,1fee18d6-b039-4f96-9fb6-011568dec2f3,"A Podcast Turducken: With Wow in the World, Terrestrials and Circle Round (11/17/25)",1,2025-12-05 18:04:54.126469,Technology,en,,news/1fee18d6-b039-4f96-9fb6-011568dec2f3.zip
874,3859a5ec-a48b-4335-b62a-e3c176761f9b,Here’s a recap of the University’s fight for academic freedom by the Commerce Department “yet another retaliatory effort targeting Harvard for defending its rights and freedom.” Endowment tax A new tax rate affecting a small group of the country’s wealthi,1,2025-12-05 18:05:07.909368,News and Politics,en,,news/3859a5ec-a48b-4335-b62a-e3c176761f9b.zip
875,55c8b89a-7745-4165-8cd5-f13a50c424eb,"ARTICLE: In Newton, the Thanksgiving philosopher king issues annual rules by Uber. Huge brownie points. Zero reason to talk politics. If you are comfortable talking about politics at a Thanksgiving gathering",1,2025-12-05 18:05:16.983378,Lifestyle and Entertainment,en,,news/55c8b89a-7745-4165-8cd5-f13a50c424eb.zip
876,af0de84f-dde2-45bc-858c-5325476aeb0d,"ARTICLE: FAA lifts order restricting flights at Logan, dozens of other major airports by the FAA’s safety team",1,2025-12-05 18:05:27.163406,News and Politics,en,,news/af0de84f-dde2-45bc-858c-5325476aeb0d.zip
877,2e16c519-42cc-42ac-a16c-0d1b63fc5ae7,ARTICLE: The Harvard Plan Episode 1: And so it begins by marxist maniacs and lunatics. (ON THE MEDIA HOST) BROOKE GLADSTONE: So far the accreditors have kept their jobs,1,2025-12-05 18:05:35.717644,Technology,en,,news/2e16c519-42cc-42ac-a16c-0d1b63fc5ae7.zip
878,8276bb01-bf91-4743-aa47-e0affd2968bf,"ARTICLE: With enhanced health care subsidies set to expire, Trump again wants to replace Obamacare by many congressional Republicans",1,2025-12-05 18:05:45.799649,News and Politics,en,,news/8276bb01-bf91-4743-aa47-e0affd2968bf.zip
879,ede638f5-0fdc-46fe-bcd4-f2685f3267a1,ARTICLE: ‘The American Revolution’ is the answer to the binge-watch by Native American tribes with both sides of the conflict. Again,1,2025-12-05 18:05:56.19995,Technology,en,,news/ede638f5-0fdc-46fe-bcd4-f2685f3267a1.zip
882,e03df94e-0f25-4811-8f04-635e6bc62140,CONTENT: Binoculars from my big brother for my 10th birthday 🎂 🎈 😁 one of my bestest gifts ever 🎁 Started my interest in bird and animal watching,1,2025-12-05 18:06:39.790508,Lifestyle and Entertainment,en,,news/e03df94e-0f25-4811-8f04-635e6bc62140.zip
